10,8.94
20,14.15
30,15.72
40,19.69
50,30.63
60,14.44
70,32.74
80,32.96
90,54.13
100,31.14
110,45.07
120,44.63
130,64.30
140,98.89
150,63.49
160,136.13
170,111.27
180,178.29
190,168.50
200,264.18
210,340.59
220,303.63
230,389.52
240,539.45
250,452.81
260,544.59
270,507.02
280,555.29
290,727.00
300,827.15
310,832.80
320,850.49
330,868.80
340,1095.05
350,1123.14
360,892.07
370,1404.92
380,1323.32
390,1093.45
400,1300.21
