clients;ack_time
10,11.69
20,21.83
30,58.06
40,24.50
50,44.34
60,35.24
70,54.97
80,47.18
90,72.53
100,59.79
110,70.02
120,74.99
130,76.81
140,75.20
150,101.38
160,77.27
170,98.68
180,123.54
190,169.65
200,101.56
210,145.07
220,216.77
230,94.50
240,109.32
250,129.06
260,162.78
270,150.27
280,193.67
290,155.91
300,219.21
310,238.47
320,274.64
330,272.04
340,245.42
350,344.59
360,312.65
370,478.40
380,391.74
390,314.59
400,441.32
